,"$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",$R_{eff}$(kpc),SFR($M_{\odot}/yr$),$V_{max}$(km/s),$\sigma_v$(km/s),M,z
5392,7069776000.0,233580300.0,52911354000.0,19.001898,0.4230448,82.69053,49.62819,60215996000.0,2.0
5393,9670554000.0,555008830.0,84810620000.0,18.978994,0.45516694,104.22831,61.86602,95038230000.0,2.0
5394,8344230000.0,292978020.0,43292836000.0,18.953848,0.25174007,77.80469,45.5243,51931263000.0,2.0
5395,9777615000.0,629942000.0,86674600000.0,20.353514,0.48550412,102.508194,64.383545,97083785000.0,2.0
5396,9569611000.0,718969340.0,73204700000.0,16.983675,0.5292705,102.97916,59.839836,83495540000.0,2.0
5397,10429882000.0,1108294000.0,81970170000.0,17.050444,0.7832002,109.469505,63.394825,93511110000.0,2.0
5398,7407087600.0,365276800.0,81482390000.0,20.05014,0.38899967,98.671196,64.3185,89254765000.0,2.0
5399,8349839000.0,279738500.0,56754586000.0,22.258635,0.28768846,79.706,49.577362,65385780000.0,2.0
5400,9810871000.0,538047600.0,84816970000.0,21.409733,0.5948002,98.89247,58.390213,95167710000.0,2.0
5401,10052550000.0,503311970.0,70734050000.0,18.807693,0.35517153,96.749756,55.6144,81291624000.0,2.0
5402,8004695600.0,291585180.0,73299080000.0,22.01004,0.29176205,90.98135,58.78855,81596860000.0,2.0
5403,9590786000.0,612961660.0,87752700000.0,21.989796,0.48292804,100.77718,61.07344,97958030000.0,2.0
5404,9300678000.0,1329990100.0,88038570000.0,16.017727,0.85343367,116.305374,67.50676,98673110000.0,2.0
5405,3299506400.0,169717400.0,30688672000.0,13.410456,0.1488132,75.97716,46.00644,34159219000.0,2.0
5406,9854954000.0,1361569500.0,82299130000.0,14.949589,1.6524388,116.09041,69.18026,93519510000.0,2.0
5407,10141561000.0,682841540.0,70676420000.0,21.220945,0.4568199,93.78442,55.285892,81502560000.0,2.0
5408,643401000.0,115902024.0,6865634300.0,3.9011302,0.1141142,65.44638,45.428177,7626235400.0,2.0
5409,8838830000.0,686130240.0,74855880000.0,17.174828,0.48535448,102.99977,61.72124,84383040000.0,2.0
5410,9896501000.0,569078000.0,81860360000.0,17.691229,0.41897953,106.794556,66.97428,92327460000.0,2.0
5411,5310960600.0,300439200.0,49008677000.0,16.25714,0.24899864,85.56251,52.175205,54621405000.0,2.0
5412,8635637000.0,304485920.0,48576260000.0,19.185667,0.3266517,81.32315,49.355854,57517638000.0,2.0
5413,10251104000.0,705703500.0,73836315000.0,17.187132,0.77080286,103.79466,60.490715,84795330000.0,2.0
5414,11422634000.0,813299300.0,62140547000.0,18.178541,0.5961269,96.86304,56.098743,74379090000.0,2.0
5415,9546575000.0,675442500.0,78492205000.0,20.801844,0.7845991,99.42499,58.74804,88715910000.0,2.0
5416,8919899000.0,427903650.0,60972605000.0,18.37327,0.4423932,91.05063,54.008938,70320415000.0,2.0
5417,8350803500.0,210871730.0,67816010000.0,23.247854,0.19496971,85.22984,58.671974,76377690000.0,2.0
5418,12755225000.0,861807740.0,67978450000.0,16.92582,0.88734674,102.23956,56.847095,81597280000.0,2.0
5419,10449796000.0,1167037000.0,77039310000.0,15.680644,0.99592066,112.08637,63.812534,88660140000.0,2.0
5420,9443967000.0,395687420.0,70387835000.0,19.080866,0.5337091,95.14918,57.796562,80229016000.0,2.0
5421,8000636000.0,724465000.0,46781240000.0,13.725706,0.5605695,94.28517,52.194397,55507860000.0,2.0
