,"$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",$R_{eff}$(kpc),SFR($M_{\odot}/yr$),$V_{max}$(km/s),$\sigma_v$(km/s),M,z
1201,11956218000.0,555759940.0,107576430000.0,47.4718,0.174917,77.64367,45.97001,120092220000.0,0.0
1202,1271454800.0,133309704.0,21358289000.0,16.429949,0.05268348,55.71667,31.900085,22763055000.0,0.0
1203,14684546000.0,1983481300.0,111558050000.0,38.646107,0.66562116,91.09284,48.342377,128231260000.0,0.0
1204,10109292000.0,1190820200.0,122290960000.0,46.87129,0.2988233,81.49561,44.958153,133591070000.0,0.0
1205,10587519000.0,3523940000.0,119847535000.0,35.00816,0.21352893,97.405785,50.71305,133968855000.0,0.0
1206,12593829000.0,2677082000.0,135151034000.0,37.348297,0.32133734,101.63907,53.190002,150429520000.0,0.0
1207,14074248000.0,2442268400.0,118040270000.0,38.462715,0.34371856,92.61727,48.194073,134563930000.0,0.0
1208,11798129000.0,1644808200.0,116431730000.0,38.46857,0.32400912,94.66003,48.896408,129881640000.0,0.0
1209,12853658000.0,1479931000.0,121546826000.0,38.414547,0.102606736,92.08688,49.27206,135886720000.0,0.0
1210,14022498000.0,3938855200.0,108462146000.0,30.454811,0.43929788,100.4135,52.20166,126431830000.0,0.0
1211,12425961000.0,1272899000.0,121056330000.0,47.468304,0.41953847,82.2015,46.2374,134761095000.0,0.0
1212,9367385000.0,2571970600.0,143086600000.0,40.5593,0.33841586,101.99118,52.935284,155038380000.0,0.0
1213,13363181000.0,1228474900.0,109308380000.0,45.709347,0.31337848,86.44853,44.52387,123904930000.0,0.0
1214,13681046000.0,2968828400.0,117224440000.0,39.027233,0.49118817,89.83873,48.34191,133881360000.0,0.0
1215,10184974000.0,3188183300.0,135617040000.0,36.691715,0.2800589,101.03909,52.899605,148998600000.0,0.0
1216,15526015000.0,1590320900.0,123073680000.0,34.386055,0.32836175,97.1874,51.239193,140195860000.0,0.0
1217,9328056000.0,3035334100.0,138647160000.0,40.385185,0.14435901,100.20943,51.495895,151023140000.0,0.0
1218,10482693000.0,1119919100.0,114102200000.0,39.771103,0.09259754,86.56403,46.137352,125709000000.0,0.0
1219,13596789000.0,2133367900.0,124598720000.0,36.849907,0.14298818,102.03008,49.915337,140336990000.0,0.0
1220,13092667000.0,1604079600.0,119291260000.0,37.859936,0.2644295,87.33562,54.491753,133994470000.0,0.0
1221,9225263000.0,1549276300.0,74934370000.0,30.330143,0.16947646,82.02855,42.866188,85714770000.0,0.0
1222,6890168000.0,624212100.0,90118090000.0,39.55753,0.14684732,78.08741,42.12509,97637390000.0,0.0
1223,5055644000.0,308846850.0,35227950000.0,18.229982,0.05460221,69.44044,39.371063,40592440000.0,0.0
1224,8004910000.0,3424647000.0,131636320000.0,35.832077,0.2893111,100.12912,52.426964,143074250000.0,0.0
1225,12932716000.0,2642463000.0,122564580000.0,36.063713,0.22726627,96.80442,50.407536,138147400000.0,0.0
1226,13980002000.0,933378900.0,99363180000.0,50.319443,0.1064765,78.00884,42.26204,114280810000.0,0.0
1227,12870409000.0,2180994600.0,118101080000.0,36.575676,0.4280472,93.28202,49.619797,133158410000.0,0.0
1228,11678387000.0,1143802800.0,134744940000.0,49.558098,0.2379837,86.44126,47.038486,147572110000.0,0.0
1229,14497046000.0,1288005600.0,124669950000.0,39.81203,0.14853534,90.63764,48.969902,140459260000.0,0.0
1230,9045270000.0,878804300.0,91211170000.0,44.69239,0.1290807,75.435036,40.721638,101140640000.0,0.0
1231,9855814000.0,2399356200.0,131659014000.0,42.010803,0.11180854,94.916405,50.192192,143921460000.0,0.0
